order_id,customer_id,order_date,status,shipping_method,shipping_cost,order_subtotal,order_total,currency,payment_status
860,406,2025-04-20 22:36:29.190462,Cancelled,2-Day,7.65,0.0,7.65,USD,Paid
861,384,2024-10-23 18:15:54.190462,Processing,Overnight,13.76,0.0,13.76,USD,Paid
862,532,2025-06-30 12:00:31.190462,Processing,Overnight,5.75,0.0,5.75,USD,Paid
863,345,2025-10-02 22:07:43.190462,Completed,Pickup,11.28,0.0,11.28,USD,Paid
864,510,2024-08-29 00:10:42.190462,Completed,Overnight,6.83,0.0,6.83,USD,Paid
865,272,2025-10-20 08:31:48.190462,Completed,Ground,8.98,0.0,8.98,USD,Paid
866,526,2025-08-22 04:20:41.190462,Completed,Ground,19.65,0.0,19.65,USD,Paid
867,369,2025-03-26 11:29:06.190462,Processing,Ground,13.65,0.0,13.65,USD,Paid
868,257,2024-12-08 07:54:30.190462,Completed,Overnight,18.63,0.0,18.63,USD,Paid
869,619,2023-12-16 05:04:30.190462,Processing,2-Day,24.96,0.0,24.96,USD,Paid
870,307,2024-05-07 05:33:37.190462,Pending,Overnight,20.56,0.0,20.56,USD,Paid
871,776,2024-09-27 00:17:41.190462,Completed,Ground,11.8,0.0,11.8,USD,Paid
872,234,2024-06-08 09:37:58.190462,Cancelled,2-Day,18.08,0.0,18.08,USD,Paid
873,602,2025-04-13 21:47:39.190462,Processing,Pickup,18.06,0.0,18.06,USD,Pending
874,321,2024-07-30 02:39:54.190462,Completed,2-Day,10.72,0.0,10.72,USD,Paid
875,461,2023-11-30 23:51:37.190462,Processing,Ground,9.37,0.0,9.37,USD,Paid
876,756,2024-04-02 10:23:42.190462,Processing,Ground,12.5,0.0,12.5,USD,Paid
877,430,2024-01-10 02:09:18.190462,Processing,Pickup,17.14,0.0,17.14,USD,Paid
878,602,2024-09-26 19:29:40.190462,Processing,Ground,14.19,0.0,14.19,USD,Paid
879,339,2025-10-13 10:00:08.190462,Processing,Pickup,24.5,0.0,24.5,USD,Paid
880,396,2025-04-19 00:50:43.190462,Pending,2-Day,11.87,0.0,11.87,USD,Paid
881,655,2024-12-12 18:19:57.190462,Returned,Overnight,2.33,0.0,2.33,USD,Paid
882,706,2025-07-30 18:56:14.190462,Processing,Pickup,0.67,0.0,0.67,USD,Paid
883,396,2025-04-25 12:32:16.190462,Cancelled,Overnight,5.15,0.0,5.15,USD,Paid
884,59,2025-01-19 19:58:31.190462,Pending,Overnight,12.96,0.0,12.96,USD,Paid
885,421,2025-05-23 03:10:14.190462,Cancelled,Pickup,3.93,0.0,3.93,USD,Paid
886,490,2025-07-24 10:21:58.190462,Completed,Ground,9.72,0.0,9.72,USD,Paid
887,318,2025-04-17 10:20:14.190462,Cancelled,Pickup,20.45,0.0,20.45,USD,Paid
888,589,2024-01-03 21:46:54.190462,Processing,Overnight,14.69,0.0,14.69,USD,Paid
889,8,2024-06-17 22:21:28.190462,Processing,2-Day,11.14,0.0,11.14,USD,Paid
890,539,2024-10-01 17:02:46.190462,Completed,Overnight,22.76,0.0,22.76,USD,Pending
891,41,2024-06-29 22:18:45.190462,Completed,Ground,7.2,0.0,7.2,USD,Paid
892,729,2024-08-04 02:26:31.190462,Completed,Overnight,9.78,0.0,9.78,USD,Paid
893,633,2025-05-18 23:57:23.190462,Processing,Pickup,11.45,0.0,11.45,USD,Paid
894,98,2024-01-10 08:23:20.190462,Completed,Pickup,17.47,0.0,17.47,USD,Paid
895,162,2025-10-01 06:20:27.190462,Cancelled,Overnight,22.06,0.0,22.06,USD,Paid
896,69,2024-05-13 04:26:26.190462,Completed,2-Day,22.72,0.0,22.72,USD,Pending
897,378,2024-09-18 18:56:25.190462,Processing,Ground,18.88,0.0,18.88,USD,Paid
898,169,2024-06-16 03:11:53.190462,Completed,Overnight,5.18,0.0,5.18,USD,Paid
899,655,2025-09-29 22:14:27.190462,Pending,Pickup,9.53,0.0,9.53,USD,Paid
900,11,2024-10-02 07:59:24.190462,Completed,Overnight,2.87,0.0,2.87,USD,Paid
